Condition,Original Index,Verb_Type,Verb,Target Object,TargetImage,Verb-noun Pair,Verb-NounAudio,Neutral-pred Pair,Neutral-PredAudio,Filler-pred Pair,Filler-PredAudio,Unrelated Foil A,FoilAImage,Unrelated Foil B,FoilBImage,Unrelated Foil C,FoilCImage,Speaker
optimal,44,Filler,find,doll,doll3.jpg,find_doll,find_doll_GAE.mp3,,,,,jewel,jewel2.jpg,juice,juice2.jpg,tree,tree4.jpg,GAE
suboptimal,3,Predictive,pour ,juice,juice1.jpg,pour _juice,pour _juice_AAE.mp3,find_juice,find_juice.mp3,find_bell,find_bell.mp3,truck,truck2.jpg,book,book4.jpg,bell,bell4.jpg,AAE
optimal,14,Predictive,walk,dog,dog4.jpg,walk_dog,walk_dog_GAE.mp3,find_dog,find_dog.mp3,buy_truck,buy_truck.mp3,can,can2.jpg,milk,milk3.jpg,truck,truck1.jpg,GAE
optimal,16,Predictive,kick,ball,ball4.jpg,kick_ball,kick_ball_GAE.mp3,buy_ball,buy_ball.mp3,find_mail,find_mail.mp3,cart,cart2.jpg,cat,cat4.jpg,mail,mail2.jpg,GAE
suboptimal,6,Predictive,play,piano,piano2.jpg,play_piano,play_piano_AAE.mp3,buy_piano,buy_piano.mp3,buy_crayon,buy_crayon.mp3,couch,couch2.jpg,tractor,tractor2.jpg,crayon,crayon1.jpg,AAE
intermediate,9,Predictive,eat,sandwich,sandwich4.jpg,eat_sandwich,eat_sandwich_AAE.mp3,buy_sandwich,buy_sandwich.mp3,choose_scissors,choose_scissors.mp3,bush,bush3.jpg,jewel,jewel1.jpg,scissors,scissors3.jpg,AAE
intermediate,52,Filler,find,mail,mail3.jpg,find_mail,find_mail_AAE.mp3,,,,,cart,cart1.jpg,cat,cat2.jpg,ball,ball3.jpg,AAE
optimal,10,Predictive,throw,football,football4.jpg,throw_football,throw_football_GAE.mp3,hold_football,hold_football.mp3,buy_whistle,buy_whistle.mp3,pickle,pickle4.jpg,whistle,whistle3.jpg,costume,costume3.jpg,GAE
suboptimal,25,NeutralFiller,buy,kite,kite4.jpg,buy_kite,buy_kite_AAE.mp3,,,,,peanut,peanut1.jpg,bush,bush4.jpg,shoes,shoes3.jpg,AAE
suboptimal,5,Predictive,win,trophy,trophy2.jpg,win_trophy,win_trophy_AAE.mp3,buy_trophy,buy_trophy.mp3,choose_santa,choose_santa.mp3,mail,mail1.jpg,santa,santa1.jpg,whisle,whisle4.jpg,AAE
intermediate,0,Predictive,blow,horn,horn1.jpg,blow_horn,blow_horn_AAE.mp3,choose_horn ,choose_horn .mp3,choose_chair,choose_chair.mp3,brush,brush3.jpg,chair,chair2.jpg,bread,bread4.jpg,AAE
intermediate,27,NeutralFiller,buy,sandwich,sandwich2.jpg,buy_sandwich,buy_sandwich_AAE.mp3,,,,,bush,bush2.jpg,jewel,jewel2.jpg,scissors,scissors1.jpg,AAE
suboptimal,17,Predictive,pet,cat,cat1.jpg,pet_cat,pet_cat_AAE.mp3,choose_cat,choose_cat.mp3,buy_plant,buy_plant.mp3,box,box4.jpg,plant,plant4.jpg,ball,ball4.jpg,AAE
suboptimal,2,Predictive,climb,tree,tree1.jpg,climb_tree,climb_tree_AAE.mp3,touch_tree,touch_tree.mp3,buy_shirt,buy_shirt.mp3,jewel,jewel3.jpg,doll,doll4.jpg,juice,juice3.jpg,AAE
intermediate,18,NeutralFiller,choose,horn,horn3.jpg,choose_horn,choose_horn_AAE.mp3,,,,,brush,brush1.jpg,chair,chair1.jpg,bread,bread1.jpg,AAE
suboptimal,38,Filler,find,bell,bell3.jpg,find_bell,find_bell_AAE.mp3,,,,,truck,truck3.jpg,book,book1.jpg,juice,juice4.jpg,AAE
intermediate,26,NeutralFiller,choose,book,book2.jpg,choose_book,choose_book_AAE.mp3,,,,,santa,santa2.jpg,ring,ring4.jpg,horse,horse1.jpg,AAE
intermediate,51,Filler,get,can,can1.jpg,get_can,get_can_AAE.mp3,,,,,costume,costume2.jpg,kite,kite2.jpg,bike,bike4.jpg,AAE
optimal,1,Predictive,toast,bread,bread3.jpg,toast_bread,toast_bread_GAE.mp3,buy_bread,buy_bread.mp3,buy_shirt,buy_shirt.mp3,horse ,horse 1.jpg,shirt,shirt4.jpg,couch,couch3.jpg,GAE
optimal,49,Filler,choose,grapes,grapes1.jpg,choose_grapes,choose_grapes_GAE.mp3,,,,,bag,bag4.jpg,car,car1.jpg,dress,dress1.jpg,GAE
suboptimal,41,Filler,choose,shoes,shoes2.jpg,choose_shoes,choose_shoes_AAE.mp3,,,,,peanut,peanut2.jpg,kite,kite1.jpg,bush,bush3.jpg,AAE
optimal,31,NeutralFiller,buy,car,car3.jpg,buy_car,buy_car_GAE.mp3,,,,,bag,bag2.jpg,grapes,grapes3.jpg,dress,dress3.jpg,GAE
intermediate,6,Predictive,play,piano,piano3.jpg,play_piano,play_piano_AAE.mp3,buy_piano,buy_piano.mp3,buy_crayon,buy_crayon.mp3,couch,couch1.jpg,tractor,tractor4.jpg,crayon,crayon4.jpg,AAE
intermediate,50,Filler,buy,truck,truck2.jpg,buy_truck,buy_truck_AAE.mp3,,,,,can,can4.jpg,milk,milk2.jpg,dog,dog2.jpg,AAE
suboptimal,26,NeutralFiller,choose,book,book3.jpg,choose_book,choose_book_AAE.mp3,,,,,santa,santa1.jpg,ring,ring1.jpg,horse,horse4.jpg,AAE
suboptimal,42,Filler,choose,scissors,scissors4.jpg,choose_scissors,choose_scissors_AAE.mp3,,,,,bush,bush4.jpg,sandwich,sandwich3.jpg,jewel,jewel4.jpg,AAE
optimal,50,Filler,buy,truck,truck4.jpg,buy_truck,buy_truck_GAE.mp3,,,,,can,can2.jpg,milk,milk3.jpg,dog,dog3.jpg,GAE
intermediate,39,Filler,find,dress,dress2.jpg,find_dress,find_dress_AAE.mp3,,,,,tractor,tractor1.jpg,milk,milk4.jpg,ball,ball1.jpg,AAE
suboptimal,35,NeutralFiller,choose,cat,cat3.jpg,choose_cat,choose_cat_AAE.mp3,,,,,box,box3.jpg,plant,plant3.jpg,ball,ball3.jpg,AAE
optimal,19,NeutralFiller,buy,bread,bread2.jpg,buy_bread,buy_bread_GAE.mp3,,,,,horse ,horse 2.jpg,shirt,shirt3.jpg,couch,couch3.jpg,GAE
intermediate,4,Predictive,drink ,milk,milk1.jpg,drink _milk,drink _milk_AAE.mp3,find_milk,find_milk.mp3,find_dress,find_dress.mp3,tractor,tractor2.jpg,ball,ball2.jpg,dress,dress4.jpg,AAE
suboptimal,7,Predictive,fly,kite,kite4.jpg,fly_kite,fly_kite_AAE.mp3,buy_kite,buy_kite.mp3,choose_shoes,choose_shoes.mp3,peanut,peanut4.jpg,bush,bush1.jpg,shoes,shoes1.jpg,AAE
