Condition,Original Index,Verb_Type,Verb,Target Object,TargetImage,Verb-noun Pair,Verb-NounAudio,Neutral-pred Pair,Neutral-PredAudio,Filler-pred Pair,Filler-PredAudio,Unrelated Foil A,FoilAImage,Unrelated Foil B,FoilBImage,Unrelated Foil C,FoilCImage,Speaker
intermediate,50,Filler,buy,truck,truck2.jpg,buy_truck,buy_truck_AAE.mp3,,,,,can,can2.jpg,milk,milk3.jpg,dog,dog3.jpg,AAE
intermediate,2,Predictive,climb,tree,tree3.jpg,climb_tree,climb_tree_AAE.mp3,touch_tree,touch_tree.mp3,buy_shirt,buy_shirt.mp3,jewel,jewel3.jpg,doll,doll3.jpg,juice,juice3.jpg,AAE
optimal,26,NeutralFiller,choose,book,book3.jpg,choose_book,choose_book_GAE.mp3,,,,,santa,santa4.jpg,ring,ring3.jpg,horse,horse2.jpg,GAE
suboptimal,48,Filler,find,footprint,footprint3.jpg,find_footprint,find_footprint_AAE.mp3,,,,,doll,doll1.jpg,cookies,cookies2.jpg,trophy,trophy4.jpg,AAE
intermediate,6,Predictive,play,piano,piano3.jpg,play_piano,play_piano_AAE.mp3,buy_piano,buy_piano.mp3,buy_crayon,buy_crayon.mp3,couch,couch1.jpg,tractor,tractor4.jpg,crayon,crayon4.jpg,AAE
optimal,48,Filler,find,footprint,footprint4.jpg,find_footprint,find_footprint_GAE.mp3,,,,,doll,doll2.jpg,cookies,cookies3.jpg,trophy,trophy3.jpg,GAE
suboptimal,38,Filler,find,bell,bell3.jpg,find_bell,find_bell_AAE.mp3,,,,,truck,truck3.jpg,book,book4.jpg,juice,juice1.jpg,AAE
intermediate,45,Filler,choose,santa,santa3.jpg,choose_santa,choose_santa_AAE.mp3,,,,,mail,mail4.jpg,whistle,whistle2.jpg,trophy,trophy4.jpg,AAE
suboptimal,47,Filler,buy,whistle,whistle3.jpg,buy_whistle,buy_whistle_AAE.mp3,,,,,pickle,pickle4.jpg,footprint,footprint2.jpg,costume,costume4.jpg,AAE
intermediate,0,Predictive,blow,horn,horn3.jpg,blow_horn,blow_horn_AAE.mp3,choose_horn ,choose_horn .mp3,choose_chair,choose_chair.mp3,brush,brush1.jpg,chair,chair4.jpg,bread,bread2.jpg,AAE
intermediate,20,NeutralFiller,touch,tree,tree1.jpg,touch_tree,touch_tree_AAE.mp3,,,,,jewel,jewel1.jpg,doll,doll1.jpg,juice,juice2.jpg,AAE
optimal,42,Filler,choose,scissors,scissors4.jpg,choose_scissors,choose_scissors_GAE.mp3,,,,,bush,bush3.jpg,sandwich,sandwich2.jpg,jewel,jewel4.jpg,GAE
optimal,15,Predictive,ride,bike,bike3.jpg,ride_bike,ride_bike_GAE.mp3,find_bike,find_bike.mp3,get_can,get_can.mp3,costume,costume3.jpg,can,can4.jpg,kite,kite1.jpg,GAE
intermediate,9,Predictive,eat,sandwich,sandwich4.jpg,eat_sandwich,eat_sandwich_AAE.mp3,buy_sandwich,buy_sandwich.mp3,choose_scissors,choose_scissors.mp3,bush,bush2.jpg,jewel,jewel1.jpg,scissors,scissors1.jpg,AAE
optimal,2,Predictive,climb,tree,tree2.jpg,climb_tree,climb_tree_GAE.mp3,touch_tree,touch_tree.mp3,buy_shirt,buy_shirt.mp3,jewel,jewel3.jpg,doll,doll3.jpg,juice,juice4.jpg,GAE
optimal,8,Predictive,read,book,book2.jpg,read_book,read_book_GAE.mp3,choose_book,choose_book.mp3,choose_horse,choose_horse.mp3,santa,santa1.jpg,ring,ring2.jpg,horse,horse3.jpg,GAE
suboptimal,4,Predictive,drink ,milk,milk1.jpg,drink _milk,drink _milk_AAE.mp3,find_milk,find_milk.mp3,find_dress,find_dress.mp3,tractor,tractor3.jpg,ball,ball2.jpg,dress,dress3.jpg,AAE
suboptimal,11,Predictive,draw,picture,picture1.jpg,draw_picture,draw_picture_AAE.mp3,find_picture,find_picture.mp3,find_mittens,find_mittens.mp3,footprint,footprint4.jpg,cookies,cookies1.jpg,mittens,mittens1.jpg,AAE
optimal,0,Predictive,blow,horn,horn2.jpg,blow_horn,blow_horn_GAE.mp3,choose_horn ,choose_horn .mp3,choose_chair,choose_chair.mp3,brush,brush2.jpg,chair,chair3.jpg,bread,bread3.jpg,GAE
suboptimal,52,Filler,find,mail,mail1.jpg,find_mail,find_mail_AAE.mp3,,,,,cart,cart3.jpg,cat,cat1.jpg,ball,ball3.jpg,AAE
suboptimal,32,NeutralFiller,find ,dog,dog1.jpg,find _dog,find _dog_AAE.mp3,,,,,can,can3.jpg,milk,milk4.jpg,truck,truck1.jpg,AAE
intermediate,27,NeutralFiller,buy,sandwich,sandwich2.jpg,buy_sandwich,buy_sandwich_AAE.mp3,,,,,bush,bush4.jpg,jewel,jewel2.jpg,scissors,scissors2.jpg,AAE
optimal,23,NeutralFiller,buy,trophy,trophy2.jpg,buy_trophy,buy_trophy_GAE.mp3,,,,,mail,mail2.jpg,santa,santa2.jpg,whistle,whistle4.jpg,GAE
suboptimal,24,NeutralFiller,buy ,piano,piano4.jpg,buy _piano,buy _piano_AAE.mp3,,,,,couch,couch4.jpg,tractor,tractor2.jpg,crayon,crayon3.jpg,AAE
intermediate,15,Predictive,ride,bike,bike1.jpg,ride_bike,ride_bike_AAE.mp3,find_bike,find_bike.mp3,get_can,get_can.mp3,costume,costume1.jpg,can,can1.jpg,kite,kite4.jpg,AAE
suboptimal,14,Predictive,walk,dog,dog2.jpg,walk_dog,walk_dog_AAE.mp3,find_dog,find_dog.mp3,buy_truck,buy_truck.mp3,can,can4.jpg,milk,milk2.jpg,truck,truck4.jpg,AAE
optimal,12,Predictive,bake,cookies,cookies3.jpg,bake_cookies,bake_cookies_GAE.mp3,choose_cookies,choose_cookies.mp3,find_footprint,find_footprint.mp3,doll,doll2.jpg,footprint,footprint2.jpg,trophy,trophy1.jpg,GAE
suboptimal,6,Predictive,play,piano,piano1.jpg,play_piano,play_piano_AAE.mp3,buy_piano,buy_piano.mp3,buy_crayon,buy_crayon.mp3,couch,couch3.jpg,tractor,tractor3.jpg,crayon,crayon1.jpg,AAE
optimal,45,Filler,choose,santa,santa4.jpg,choose_santa,choose_santa_GAE.mp3,,,,,mail,mail3.jpg,whistle,whistle3.jpg,trophy,trophy3.jpg,GAE
intermediate,41,Filler,choose,shoes,shoes1.jpg,choose_shoes,choose_shoes_AAE.mp3,,,,,peanut,peanut4.jpg,kite,kite3.jpg,bush,bush1.jpg,AAE
intermediate,5,Predictive,win,trophy,trophy1.jpg,win_trophy,win_trophy_AAE.mp3,buy_trophy,buy_trophy.mp3,choose_santa,choose_santa.mp3,mail,mail4.jpg,santa,santa1.jpg,whisle,whisle2.jpg,AAE
optimal,1,Predictive,toast,bread,bread4.jpg,toast_bread,toast_bread_GAE.mp3,buy_bread,buy_bread.mp3,buy_shirt,buy_shirt.mp3,horse ,horse 4.jpg,shirt,shirt4.jpg,couch,couch2.jpg,GAE
intermediate,44,Filler,find,doll,doll4.jpg,find_doll,find_doll_AAE.mp3,,,,,jewel,jewel4.jpg,juice,juice1.jpg,tree,tree4.jpg,AAE
suboptimal,7,Predictive,fly,kite,kite1.jpg,fly_kite,fly_kite_AAE.mp3,buy_kite,buy_kite.mp3,choose_shoes,choose_shoes.mp3,peanut,peanut3.jpg,bush,bush3.jpg,shoes,shoes3.jpg,AAE
optimal,36,Filler,choose,chair,chair2.jpg,choose_chair,choose_chair_GAE.mp3,,,,,brush,brush3.jpg,horn,horn4.jpg,bread,bread1.jpg,GAE
suboptimal,51,Filler,get,can,can3.jpg,get_can,get_can_AAE.mp3,,,,,costume,costume3.jpg,kite,kite4.jpg,bike,bike4.jpg,AAE
